Land;Partner;Variable;Einheit;Jahr;Wert;Quelle
CHE;HUN;Inflows of foreign population by nationality;Tsd. Persons;2002;0.571;OECD Migration Database
CHE;HUN;Inflows of foreign population by nationality;Tsd. Persons;2003;0.39;OECD Migration Database
CHE;HUN;Inflows of foreign population by nationality;Tsd. Persons;2004;0.366;OECD Migration Database
CHE;HUN;Inflows of foreign population by nationality;Tsd. Persons;2005;0.342;OECD Migration Database
CHE;HUN;Inflows of foreign population by nationality;Tsd. Persons;2006;0.458;OECD Migration Database
CHE;HUN;Inflows of foreign population by nationality;Tsd. Persons;2007;0.734;OECD Migration Database
CHE;HUN;Inflows of foreign population by nationality;Tsd. Persons;2008;1.06;OECD Migration Database
CHE;HUN;Inflows of foreign population by nationality;Tsd. Persons;2009;1.104;OECD Migration Database
CHE;HUN;Inflows of foreign population by nationality;Tsd. Persons;2010;1.16;OECD Migration Database
CHE;ISL;Inflows of foreign population by nationality;Tsd. Persons;2000;0.03;OECD Migration Database
CHE;ISL;Inflows of foreign population by nationality;Tsd. Persons;2001;0.025;OECD Migration Database
CHE;ISL;Inflows of foreign population by nationality;Tsd. Persons;2002;0.033;OECD Migration Database
CHE;ISL;Inflows of foreign population by nationality;Tsd. Persons;2003;0.022;OECD Migration Database
CHE;ISL;Inflows of foreign population by nationality;Tsd. Persons;2004;0.039;OECD Migration Database
CHE;ISL;Inflows of foreign population by nationality;Tsd. Persons;2005;0.019;OECD Migration Database
CHE;ISL;Inflows of foreign population by nationality;Tsd. Persons;2006;0.029;OECD Migration Database
CHE;ISL;Inflows of foreign population by nationality;Tsd. Persons;2007;0.028;OECD Migration Database
CHE;ISL;Inflows of foreign population by nationality;Tsd. Persons;2008;0.026;OECD Migration Database
CHE;ISL;Inflows of foreign population by nationality;Tsd. Persons;2009;0.067;OECD Migration Database
CHE;ISL;Inflows of foreign population by nationality;Tsd. Persons;2010;0.06;OECD Migration Database
CHE;IND;Inflows of foreign population by nationality;Tsd. Persons;2010;2.371;OECD Migration Database
CHE;IRL;Inflows of foreign population by nationality;Tsd. Persons;2000;0.321;OECD Migration Database
CHE;IRL;Inflows of foreign population by nationality;Tsd. Persons;2001;0.302;OECD Migration Database
CHE;IRL;Inflows of foreign population by nationality;Tsd. Persons;2002;0.24;OECD Migration Database
CHE;IRL;Inflows of foreign population by nationality;Tsd. Persons;2003;0.221;OECD Migration Database
CHE;IRL;Inflows of foreign population by nationality;Tsd. Persons;2004;0.271;OECD Migration Database
CHE;IRL;Inflows of foreign population by nationality;Tsd. Persons;2005;0.258;OECD Migration Database
CHE;IRL;Inflows of foreign population by nationality;Tsd. Persons;2006;0.279;OECD Migration Database
CHE;IRL;Inflows of foreign population by nationality;Tsd. Persons;2007;0.387;OECD Migration Database
CHE;IRL;Inflows of foreign population by nationality;Tsd. Persons;2008;0.451;OECD Migration Database
CHE;IRL;Inflows of foreign population by nationality;Tsd. Persons;2009;0.431;OECD Migration Database
CHE;IRL;Inflows of foreign population by nationality;Tsd. Persons;2010;0.521;OECD Migration Database
CHE;ISR;Inflows of foreign population by nationality;Tsd. Persons;2010;0.194;OECD Migration Database
CHE;ITA;Inflows of foreign population by nationality;Tsd. Persons;2000;5.436;OECD Migration Database
CHE;ITA;Inflows of foreign population by nationality;Tsd. Persons;2001;5.617;OECD Migration Database
CHE;ITA;Inflows of foreign population by nationality;Tsd. Persons;2002;6.146;OECD Migration Database
CHE;ITA;Inflows of foreign population by nationality;Tsd. Persons;2003;5.646;OECD Migration Database
CHE;ITA;Inflows of foreign population by nationality;Tsd. Persons;2004;5.715;OECD Migration Database
CHE;ITA;Inflows of foreign population by nationality;Tsd. Persons;2005;5.438;OECD Migration Database
CHE;ITA;Inflows of foreign population by nationality;Tsd. Persons;2006;5.483;OECD Migration Database
CHE;ITA;Inflows of foreign population by nationality;Tsd. Persons;2007;8.391;OECD Migration Database
CHE;ITA;Inflows of foreign population by nationality;Tsd. Persons;2008;9.911;OECD Migration Database
CHE;ITA;Inflows of foreign population by nationality;Tsd. Persons;2009;8.511;OECD Migration Database
CHE;ITA;Inflows of foreign population by nationality;Tsd. Persons;2010;10.098;OECD Migration Database
CHE;JPN;Inflows of foreign population by nationality;Tsd. Persons;2010;0.767;OECD Migration Database
CHE;KOR;Inflows of foreign population by nationality;Tsd. Persons;2010;0.407;OECD Migration Database
CHE;LVA;Inflows of foreign population by nationality;Tsd. Persons;2000;0.12;OECD Migration Database
CHE;LVA;Inflows of foreign population by nationality;Tsd. Persons;2001;0.134;OECD Migration Database
CHE;LVA;Inflows of foreign population by nationality;Tsd. Persons;2002;0.147;OECD Migration Database
CHE;LVA;Inflows of foreign population by nationality;Tsd. Persons;2003;0.113;OECD Migration Database
CHE;LVA;Inflows of foreign population by nationality;Tsd. Persons;2004;0.12;OECD Migration Database
CHE;LVA;Inflows of foreign population by nationality;Tsd. Persons;2005;0.11;OECD Migration Database
CHE;LVA;Inflows of foreign population by nationality;Tsd. Persons;2006;0.133;OECD Migration Database
CHE;LVA;Inflows of foreign population by nationality;Tsd. Persons;2007;0.199;OECD Migration Database
CHE;LVA;Inflows of foreign population by nationality;Tsd. Persons;2008;0.174;OECD Migration Database
CHE;LVA;Inflows of foreign population by nationality;Tsd. Persons;2009;0.217;OECD Migration Database
CHE;LVA;Inflows of foreign population by nationality;Tsd. Persons;2010;0.224;OECD Migration Database
CHE;LTU;Inflows of foreign population by nationality;Tsd. Persons;2000;0.074;OECD Migration Database
CHE;LTU;Inflows of foreign population by nationality;Tsd. Persons;2001;0.111;OECD Migration Database
CHE;LTU;Inflows of foreign population by nationality;Tsd. Persons;2002;0.086;OECD Migration Database
CHE;LTU;Inflows of foreign population by nationality;Tsd. Persons;2003;0.087;OECD Migration Database
CHE;LTU;Inflows of foreign population by nationality;Tsd. Persons;2004;0.089;OECD Migration Database
CHE;LTU;Inflows of foreign population by nationality;Tsd. Persons;2005;0.072;OECD Migration Database
CHE;LTU;Inflows of foreign population by nationality;Tsd. Persons;2006;0.106;OECD Migration Database
CHE;LTU;Inflows of foreign population by nationality;Tsd. Persons;2007;0.12;OECD Migration Database
CHE;LTU;Inflows of foreign population by nationality;Tsd. Persons;2008;0.137;OECD Migration Database
CHE;LTU;Inflows of foreign population by nationality;Tsd. Persons;2009;0.152;OECD Migration Database
CHE;LTU;Inflows of foreign population by nationality;Tsd. Persons;2010;0.188;OECD Migration Database
CHE;LUX;Inflows of foreign population by nationality;Tsd. Persons;2000;0.101;OECD Migration Database
CHE;LUX;Inflows of foreign population by nationality;Tsd. Persons;2001;0.111;OECD Migration Database
CHE;LUX;Inflows of foreign population by nationality;Tsd. Persons;2002;0.128;OECD Migration Database
CHE;LUX;Inflows of foreign population by nationality;Tsd. Persons;2003;0.106;OECD Migration Database
CHE;LUX;Inflows of foreign population by nationality;Tsd. Persons;2004;0.099;OECD Migration Database
CHE;LUX;Inflows of foreign population by nationality;Tsd. Persons;2005;0.101;OECD Migration Database
CHE;LUX;Inflows of foreign population by nationality;Tsd. Persons;2006;0.111;OECD Migration Database
CHE;LUX;Inflows of foreign population by nationality;Tsd. Persons;2007;0.131;OECD Migration Database
CHE;LUX;Inflows of foreign population by nationality;Tsd. Persons;2008;0.186;OECD Migration Database
CHE;LUX;Inflows of foreign population by nationality;Tsd. Persons;2009;0.147;OECD Migration Database
CHE;LUX;Inflows of foreign population by nationality;Tsd. Persons;2010;0.209;OECD Migration Database
CHE;MLT;Inflows of foreign population by nationality;Tsd. Persons;2000;0.014;OECD Migration Database
CHE;MLT;Inflows of foreign population by nationality;Tsd. Persons;2001;0.023;OECD Migration Database
CHE;MLT;Inflows of foreign population by nationality;Tsd. Persons;2002;0.013;OECD Migration Database
CHE;MLT;Inflows of foreign population by nationality;Tsd. Persons;2003;0.016;OECD Migration Database
CHE;MLT;Inflows of foreign population by nationality;Tsd. Persons;2004;0.012;OECD Migration Database
CHE;MLT;Inflows of foreign population by nationality;Tsd. Persons;2005;0.011;OECD Migration Database
CHE;MLT;Inflows of foreign population by nationality;Tsd. Persons;2006;0.016;OECD Migration Database
CHE;MLT;Inflows of foreign population by nationality;Tsd. Persons;2007;0.024;OECD Migration Database
CHE;MLT;Inflows of foreign population by nationality;Tsd. Persons;2008;0.029;OECD Migration Database
CHE;MLT;Inflows of foreign population by nationality;Tsd. Persons;2009;0.026;OECD Migration Database
CHE;MLT;Inflows of foreign population by nationality;Tsd. Persons;2010;0.029;OECD Migration Database
CHE;MEX;Inflows of foreign population by nationality;Tsd. Persons;2010;0.629;OECD Migration Database
CHE;NLD;Inflows of foreign population by nationality;Tsd. Persons;2000;1.25;OECD Migration Database
CHE;NLD;Inflows of foreign population by nationality;Tsd. Persons;2001;1.332;OECD Migration Database
CHE;NLD;Inflows of foreign population by nationality;Tsd. Persons;2002;1.177;OECD Migration Database
CHE;NLD;Inflows of foreign population by nationality;Tsd. Persons;2003;1.033;OECD Migration Database
CHE;NLD;Inflows of foreign population by nationality;Tsd. Persons;2004;1.091;OECD Migration Database
CHE;NLD;Inflows of foreign population by nationality;Tsd. Persons;2005;1.226;OECD Migration Database
CHE;NLD;Inflows of foreign population by nationality;Tsd. Persons;2006;1.214;OECD Migration Database
CHE;NLD;Inflows of foreign population by nationality;Tsd. Persons;2007;1.817;OECD Migration Database
CHE;NLD;Inflows of foreign population by nationality;Tsd. Persons;2008;1.973;OECD Migration Database
CHE;NLD;Inflows of foreign population by nationality;Tsd. Persons;2009;1.461;OECD Migration Database
CHE;NLD;Inflows of foreign population by nationality;Tsd. Persons;2010;1.607;OECD Migration Database
CHE;NZL;Inflows of foreign population by nationality;Tsd. Persons;2010;0.117;OECD Migration Database
CHE;NOR;Inflows of foreign population by nationality;Tsd. Persons;2000;0.269;OECD Migration Database
CHE;NOR;Inflows of foreign population by nationality;Tsd. Persons;2001;0.237;OECD Migration Database
CHE;NOR;Inflows of foreign population by nationality;Tsd. Persons;2002;0.246;OECD Migration Database
CHE;NOR;Inflows of foreign population by nationality;Tsd. Persons;2003;0.269;OECD Migration Database
CHE;NOR;Inflows of foreign population by nationality;Tsd. Persons;2004;0.293;OECD Migration Database
CHE;NOR;Inflows of foreign population by nationality;Tsd. Persons;2005;0.244;OECD Migration Database
CHE;NOR;Inflows of foreign population by nationality;Tsd. Persons;2006;0.192;OECD Migration Database
CHE;NOR;Inflows of foreign population by nationality;Tsd. Persons;2007;0.191;OECD Migration Database
CHE;NOR;Inflows of foreign population by nationality;Tsd. Persons;2008;0.238;OECD Migration Database
CHE;NOR;Inflows of foreign population by nationality;Tsd. Persons;2009;0.215;OECD Migration Database
CHE;NOR;Inflows of foreign population by nationality;Tsd. Persons;2010;0.211;OECD Migration Database
CHE;POL;Inflows of foreign population by nationality;Tsd. Persons;2000;0.562;OECD Migration Database
CHE;POL;Inflows of foreign population by nationality;Tsd. Persons;2001;0.691;OECD Migration Database
CHE;POL;Inflows of foreign population by nationality;Tsd. Persons;2002;0.684;OECD Migration Database
CHE;POL;Inflows of foreign population by nationality;Tsd. Persons;2003;0.596;OECD Migration Database
CHE;POL;Inflows of foreign population by nationality;Tsd. Persons;2004;0.674;OECD Migration Database
CHE;POL;Inflows of foreign population by nationality;Tsd. Persons;2005;0.824;OECD Migration Database
CHE;POL;Inflows of foreign population by nationality;Tsd. Persons;2006;1.302;OECD Migration Database
CHE;POL;Inflows of foreign population by nationality;Tsd. Persons;2007;2.052;OECD Migration Database
CHE;POL;Inflows of foreign population by nationality;Tsd. Persons;2008;2.437;OECD Migration Database
CHE;POL;Inflows of foreign population by nationality;Tsd. Persons;2009;2.123;OECD Migration Database
CHE;POL;Inflows of foreign population by nationality;Tsd. Persons;2010;2.047;OECD Migration Database
CHE;PRT;Inflows of foreign population by nationality;Tsd. Persons;2000;4.911;OECD Migration Database
CHE;PRT;Inflows of foreign population by nationality;Tsd. Persons;2001;4.931;OECD Migration Database
CHE;PRT;Inflows of foreign population by nationality;Tsd. Persons;2002;9.335;OECD Migration Database
CHE;PRT;Inflows of foreign population by nationality;Tsd. Persons;2003;12.27;OECD Migration Database
CHE;PRT;Inflows of foreign population by nationality;Tsd. Persons;2004;13.593;OECD Migration Database
CHE;PRT;Inflows of foreign population by nationality;Tsd. Persons;2005;12.169;OECD Migration Database
CHE;PRT;Inflows of foreign population by nationality;Tsd. Persons;2006;12.497;OECD Migration Database
CHE;PRT;Inflows of foreign population by nationality;Tsd. Persons;2007;15.47;OECD Migration Database
CHE;PRT;Inflows of foreign population by nationality;Tsd. Persons;2008;17.772;OECD Migration Database
CHE;PRT;Inflows of foreign population by nationality;Tsd. Persons;2009;13.67;OECD Migration Database
CHE;PRT;Inflows of foreign population by nationality;Tsd. Persons;2010;12.826;OECD Migration Database
CHE;ROM;Inflows of foreign population by nationality;Tsd. Persons;2000;0.547;OECD Migration Database
CHE;ROM;Inflows of foreign population by nationality;Tsd. Persons;2001;0.733;OECD Migration Database
CHE;ROM;Inflows of foreign population by nationality;Tsd. Persons;2002;0.579;OECD Migration Database
CHE;ROM;Inflows of foreign population by nationality;Tsd. Persons;2003;0.639;OECD Migration Database
CHE;ROM;Inflows of foreign population by nationality;Tsd. Persons;2004;0.647;OECD Migration Database
CHE;ROM;Inflows of foreign population by nationality;Tsd. Persons;2005;0.571;OECD Migration Database
CHE;ROM;Inflows of foreign population by nationality;Tsd. Persons;2006;0.601;OECD Migration Database
CHE;ROM;Inflows of foreign population by nationality;Tsd. Persons;2007;0.689;OECD Migration Database
CHE;ROM;Inflows of foreign population by nationality;Tsd. Persons;2008;0.808;OECD Migration Database
CHE;ROM;Inflows of foreign population by nationality;Tsd. Persons;2009;1.003;OECD Migration Database
CHE;ROM;Inflows of foreign population by nationality;Tsd. Persons;2010;1.407;OECD Migration Database
CHE;RUS;Inflows of foreign population by nationality;Tsd. Persons;2010;1.926;OECD Migration Database
CHE;SVK;Inflows of foreign population by nationality;Tsd. Persons;2000;0.169;OECD Migration Database
CHE;SVK;Inflows of foreign population by nationality;Tsd. Persons;2001;0.181;OECD Migration Database
CHE;SVK;Inflows of foreign population by nationality;Tsd. Persons;2002;0.137;OECD Migration Database
CHE;SVK;Inflows of foreign population by nationality;Tsd. Persons;2003;0.155;OECD Migration Database
CHE;SVK;Inflows of foreign population by nationality;Tsd. Persons;2004;0.18;OECD Migration Database
CHE;SVK;Inflows of foreign population by nationality;Tsd. Persons;2005;0.217;OECD Migration Database
CHE;SVK;Inflows of foreign population by nationality;Tsd. Persons;2006;0.156;OECD Migration Database
CHE;SVK;Inflows of foreign population by nationality;Tsd. Persons;2007;0.18;OECD Migration Database
CHE;SVK;Inflows of foreign population by nationality;Tsd. Persons;2008;1.209;OECD Migration Database
CHE;SVK;Inflows of foreign population by nationality;Tsd. Persons;2009;1.115;OECD Migration Database
CHE;SVK;Inflows of foreign population by nationality;Tsd. Persons;2010;0.981;OECD Migration Database
CHE;SVN;Inflows of foreign population by nationality;Tsd. Persons;2000;0.086;OECD Migration Database
CHE;SVN;Inflows of foreign population by nationality;Tsd. Persons;2001;0.073;OECD Migration Database
CHE;SVN;Inflows of foreign population by nationality;Tsd. Persons;2002;0.084;OECD Migration Database
CHE;SVN;Inflows of foreign population by nationality;Tsd. Persons;2003;0.091;OECD Migration Database
CHE;SVN;Inflows of foreign population by nationality;Tsd. Persons;2004;0.08;OECD Migration Database
CHE;SVN;Inflows of foreign population by nationality;Tsd. Persons;2005;0.108;OECD Migration Database
CHE;SVN;Inflows of foreign population by nationality;Tsd. Persons;2006;0.108;OECD Migration Database
CHE;SVN;Inflows of foreign population by nationality;Tsd. Persons;2007;0.115;OECD Migration Database
CHE;SVN;Inflows of foreign population by nationality;Tsd. Persons;2008;0.186;OECD Migration Database
CHE;SVN;Inflows of foreign population by nationality;Tsd. Persons;2009;0.167;OECD Migration Database
CHE;SVN;Inflows of foreign population by nationality;Tsd. Persons;2010;0.144;OECD Migration Database
CHE;ZFA;Inflows of foreign population by nationality;Tsd. Persons;2010;0.253;OECD Migration Database
CHE;ESP;Inflows of foreign population by nationality;Tsd. Persons;2000;1.684;OECD Migration Database
CHE;ESP;Inflows of foreign population by nationality;Tsd. Persons;2001;1.73;OECD Migration Database
CHE;ESP;Inflows of foreign population by nationality;Tsd. Persons;2002;1.869;OECD Migration Database
CHE;ESP;Inflows of foreign population by nationality;Tsd. Persons;2003;1.736;OECD Migration Database
CHE;ESP;Inflows of foreign population by nationality;Tsd. Persons;2004;1.658;OECD Migration Database
CHE;ESP;Inflows of foreign population by nationality;Tsd. Persons;2005;1.505;OECD Migration Database
CHE;ESP;Inflows of foreign population by nationality;Tsd. Persons;2006;1.573;OECD Migration Database
CHE;ESP;Inflows of foreign population by nationality;Tsd. Persons;2007;2.075;OECD Migration Database
CHE;ESP;Inflows of foreign population by nationality;Tsd. Persons;2008;2.365;OECD Migration Database
CHE;ESP;Inflows of foreign population by nationality;Tsd. Persons;2009;2.48;OECD Migration Database
CHE;ESP;Inflows of foreign population by nationality;Tsd. Persons;2010;3.258;OECD Migration Database
CHE;SWE;Inflows of foreign population by nationality;Tsd. Persons;2000;1.007;OECD Migration Database
CHE;SWE;Inflows of foreign population by nationality;Tsd. Persons;2001;0.909;OECD Migration Database
CHE;SWE;Inflows of foreign population by nationality;Tsd. Persons;2002;0.808;OECD Migration Database
CHE;SWE;Inflows of foreign population by nationality;Tsd. Persons;2003;0.68;OECD Migration Database
CHE;SWE;Inflows of foreign population by nationality;Tsd. Persons;2004;0.672;OECD Migration Database
CHE;SWE;Inflows of foreign population by nationality;Tsd. Persons;2005;0.688;OECD Migration Database
CHE;SWE;Inflows of foreign population by nationality;Tsd. Persons;2006;0.774;OECD Migration Database
CHE;SWE;Inflows of foreign population by nationality;Tsd. Persons;2007;1.062;OECD Migration Database
CHE;SWE;Inflows of foreign population by nationality;Tsd. Persons;2008;1.095;OECD Migration Database
CHE;SWE;Inflows of foreign population by nationality;Tsd. Persons;2009;0.973;OECD Migration Database
CHE;SWE;Inflows of foreign population by nationality;Tsd. Persons;2010;0.964;OECD Migration Database
CHE;TUR;Inflows of foreign population by nationality;Tsd. Persons;2000;2.799;OECD Migration Database
CHE;TUR;Inflows of foreign population by nationality;Tsd. Persons;2001;3.13;OECD Migration Database
CHE;TUR;Inflows of foreign population by nationality;Tsd. Persons;2002;3.155;OECD Migration Database
CHE;TUR;Inflows of foreign population by nationality;Tsd. Persons;2003;2.749;OECD Migration Database
CHE;TUR;Inflows of foreign population by nationality;Tsd. Persons;2004;2.407;OECD Migration Database
CHE;TUR;Inflows of foreign population by nationality;Tsd. Persons;2005;2.143;OECD Migration Database
CHE;TUR;Inflows of foreign population by nationality;Tsd. Persons;2006;2.013;OECD Migration Database
CHE;TUR;Inflows of foreign population by nationality;Tsd. Persons;2007;0.891;OECD Migration Database
CHE;TUR;Inflows of foreign population by nationality;Tsd. Persons;2008;2.146;OECD Migration Database
CHE;TUR;Inflows of foreign population by nationality;Tsd. Persons;2009;2.198;OECD Migration Database
CHE;TUR;Inflows of foreign population by nationality;Tsd. Persons;2010;1.988;OECD Migration Database
CHE;GBR;Inflows of foreign population by nationality;Tsd. Persons;2000;3.665;OECD Migration Database
CHE;GBR;Inflows of foreign population by nationality;Tsd. Persons;2001;3.944;OECD Migration Database
CHE;GBR;Inflows of foreign population by nationality;Tsd. Persons;2002;3.083;OECD Migration Database
CHE;GBR;Inflows of foreign population by nationality;Tsd. Persons;2003;2.771;OECD Migration Database
CHE;GBR;Inflows of foreign population by nationality;Tsd. Persons;2004;2.864;OECD Migration Database
CHE;GBR;Inflows of foreign population by nationality;Tsd. Persons;2005;3.036;OECD Migration Database
CHE;GBR;Inflows of foreign population by nationality;Tsd. Persons;2006;3.398;OECD Migration Database
CHE;GBR;Inflows of foreign population by nationality;Tsd. Persons;2007;5.119;OECD Migration Database
CHE;GBR;Inflows of foreign population by nationality;Tsd. Persons;2008;5.633;OECD Migration Database
CHE;GBR;Inflows of foreign population by nationality;Tsd. Persons;2009;4.761;OECD Migration Database
CHE;GBR;Inflows of foreign population by nationality;Tsd. Persons;2010;5.465;OECD Migration Database
CHE;USA;Inflows of foreign population by nationality;Tsd. Persons;2000;3.252;OECD Migration Database
CHE;USA;Inflows of foreign population by nationality;Tsd. Persons;2001;3.289;OECD Migration Database
CHE;USA;Inflows of foreign population by nationality;Tsd. Persons;2002;2.9;OECD Migration Database
CHE;USA;Inflows of foreign population by nationality;Tsd. Persons;2003;2.5;OECD Migration Database
CHE;USA;Inflows of foreign population by nationality;Tsd. Persons;2004;2.7;OECD Migration Database
CHE;USA;Inflows of foreign population by nationality;Tsd. Persons;2005;2.9;OECD Migration Database
CHE;USA;Inflows of foreign population by nationality;Tsd. Persons;2006;3.154;OECD Migration Database
CHE;USA;Inflows of foreign population by nationality;Tsd. Persons;2010;3.964;OECD Migration Database
TUR;ARG;Inflows of foreign population by nationality;Tsd. Persons;2010;0.011;OECD Migration Database
TUR;AUS;Inflows of foreign population by nationality;Tsd. Persons;2010;0.1;OECD Migration Database
TUR;AUT;Inflows of foreign population by nationality;Tsd. Persons;2010;0.139;OECD Migration Database
TUR;BEL;Inflows of foreign population by nationality;Tsd. Persons;2010;0.252;OECD Migration Database
TUR;BRA;Inflows of foreign population by nationality;Tsd. Persons;2010;0.053;OECD Migration Database
TUR;BGR;Inflows of foreign population by nationality;Tsd. Persons;2010;1.076;OECD Migration Database
TUR;CAN;Inflows of foreign population by nationality;Tsd. Persons;2010;0.136;OECD Migration Database
TUR;CHL;Inflows of foreign population by nationality;Tsd. Persons;2010;0.008;OECD Migration Database
TUR;CHI;Inflows of foreign population by nationality;Tsd. Persons;2010;0.788;OECD Migration Database
TUR;CYP;Inflows of foreign population by nationality;Tsd. Persons;2010;0.004;OECD Migration Database
TUR;CZE;Inflows of foreign population by nationality;Tsd. Persons;2010;0.05;OECD Migration Database
TUR;DNK;Inflows of foreign population by nationality;Tsd. Persons;2010;0.207;OECD Migration Database
TUR;EST;Inflows of foreign population by nationality;Tsd. Persons;2010;0.021;OECD Migration Database
TUR;FIN;Inflows of foreign population by nationality;Tsd. Persons;2010;0.028;OECD Migration Database
TUR;FRA;Inflows of foreign population by nationality;Tsd. Persons;2010;0.42;OECD Migration Database
TUR;DEU;Inflows of foreign population by nationality;Tsd. Persons;2010;1.642;OECD Migration Database
TUR;GRC;Inflows of foreign population by nationality;Tsd. Persons;2010;0.522;OECD Migration Database
TUR;HUN;Inflows of foreign population by nationality;Tsd. Persons;2010;0.054;OECD Migration Database
TUR;ISL;Inflows of foreign population by nationality;Tsd. Persons;2010;0.003;OECD Migration Database
TUR;IND;Inflows of foreign population by nationality;Tsd. Persons;2010;0.081;OECD Migration Database
TUR;IRL;Inflows of foreign population by nationality;Tsd. Persons;2010;0.077;OECD Migration Database
TUR;ISR;Inflows of foreign population by nationality;Tsd. Persons;2010;0.018;OECD Migration Database
TUR;ITA;Inflows of foreign population by nationality;Tsd. Persons;2010;0.274;OECD Migration Database
TUR;JPN;Inflows of foreign population by nationality;Tsd. Persons;2010;0.172;OECD Migration Database
TUR;KOR;Inflows of foreign population by nationality;Tsd. Persons;2010;0.26;OECD Migration Database
TUR;LVA;Inflows of foreign population by nationality;Tsd. Persons;2010;0.039;OECD Migration Database
TUR;LTU;Inflows of foreign population by nationality;Tsd. Persons;2010;0.052;OECD Migration Database
TUR;LUX;Inflows of foreign population by nationality;Tsd. Persons;2010;0.001;OECD Migration Database
TUR;MEX;Inflows of foreign population by nationality;Tsd. Persons;2010;0.021;OECD Migration Database
TUR;NLD;Inflows of foreign population by nationality;Tsd. Persons;2010;0.277;OECD Migration Database
TUR;NZL;Inflows of foreign population by nationality;Tsd. Persons;2010;0.024;OECD Migration Database
TUR;NOR;Inflows of foreign population by nationality;Tsd. Persons;2010;0.142;OECD Migration Database
TUR;POL;Inflows of foreign population by nationality;Tsd. Persons;2010;0.109;OECD Migration Database
TUR;PRT;Inflows of foreign population by nationality;Tsd. Persons;2010;0.033;OECD Migration Database
TUR;ROM;Inflows of foreign population by nationality;Tsd. Persons;2010;0.142;OECD Migration Database
TUR;RUS;Inflows of foreign population by nationality;Tsd. Persons;2010;1.778;OECD Migration Database
TUR;SVK;Inflows of foreign population by nationality;Tsd. Persons;2010;0.057;OECD Migration Database
TUR;SVN;Inflows of foreign population by nationality;Tsd. Persons;2010;0.009;OECD Migration Database
TUR;ZFA;Inflows of foreign population by nationality;Tsd. Persons;2010;0.024;OECD Migration Database
TUR;ESP;Inflows of foreign population by nationality;Tsd. Persons;2010;0.199;OECD Migration Database
TUR;SWE;Inflows of foreign population by nationality;Tsd. Persons;2010;0.064;OECD Migration Database
TUR;CHE;Inflows of foreign population by nationality;Tsd. Persons;2010;0.056;OECD Migration Database
TUR;GBR;Inflows of foreign population by nationality;Tsd. Persons;2010;1.146;OECD Migration Database
TUR;USA;Inflows of foreign population by nationality;Tsd. Persons;2010;1.541;OECD Migration Database
GBR;ARG;Inflows of foreign population by nationality;Tsd. Persons;2000;0.126;OECD Migration Database
GBR;ARG;Inflows of foreign population by nationality;Tsd. Persons;2001;0.092;OECD Migration Database
GBR;AUS;Inflows of foreign population by nationality;Tsd. Persons;2000;23.764;OECD Migration Database
GBR;AUS;Inflows of foreign population by nationality;Tsd. Persons;2001;33.51;OECD Migration Database
GBR;AUS;Inflows of foreign population by nationality;Tsd. Persons;2002;20;OECD Migration Database
GBR;AUS;Inflows of foreign population by nationality;Tsd. Persons;2003;21;OECD Migration Database
GBR;AUS;Inflows of foreign population by nationality;Tsd. Persons;2004;27;OECD Migration Database
GBR;AUS;Inflows of foreign population by nationality;Tsd. Persons;2005;20;OECD Migration Database
GBR;AUS;Inflows of foreign population by nationality;Tsd. Persons;2006;26;OECD Migration Database
GBR;AUS;Inflows of foreign population by nationality;Tsd. Persons;2007;18;OECD Migration Database
GBR;AUS;Inflows of foreign population by nationality;Tsd. Persons;2008;14;OECD Migration Database
GBR;AUS;Inflows of foreign population by nationality;Tsd. Persons;2009;12;OECD Migration Database
GBR;AUS;Inflows of foreign population by nationality;Tsd. Persons;2010;18;OECD Migration Database
GBR;AUT;Inflows of foreign population by nationality;Tsd. Persons;2000;1.193;OECD Migration Database
GBR;AUT;Inflows of foreign population by nationality;Tsd. Persons;2001;1.016;OECD Migration Database
GBR;BEL;Inflows of foreign population by nationality;Tsd. Persons;2000;1.931;OECD Migration Database
GBR;BEL;Inflows of foreign population by nationality;Tsd. Persons;2001;0.429;OECD Migration Database
GBR;BRA;Inflows of foreign population by nationality;Tsd. Persons;2000;1.571;OECD Migration Database
GBR;BRA;Inflows of foreign population by nationality;Tsd. Persons;2001;0.627;OECD Migration Database
GBR;BRA;Inflows of foreign population by nationality;Tsd. Persons;2006;2;OECD Migration Database
GBR;BGR;Inflows of foreign population by nationality;Tsd. Persons;2000;0;OECD Migration Database
GBR;BGR;Inflows of foreign population by nationality;Tsd. Persons;2001;0.481;OECD Migration Database
GBR;CAN;Inflows of foreign population by nationality;Tsd. Persons;2000;6.289;OECD Migration Database
GBR;CAN;Inflows of foreign population by nationality;Tsd. Persons;2001;4.202;OECD Migration Database
GBR;CAN;Inflows of foreign population by nationality;Tsd. Persons;2002;5;OECD Migration Database
GBR;CAN;Inflows of foreign population by nationality;Tsd. Persons;2003;6;OECD Migration Database
GBR;CAN;Inflows of foreign population by nationality;Tsd. Persons;2006;6;OECD Migration Database
GBR;CAN;Inflows of foreign population by nationality;Tsd. Persons;2008;7;OECD Migration Database
GBR;CAN;Inflows of foreign population by nationality;Tsd. Persons;2010;6;OECD Migration Database
GBR;CHI;Inflows of foreign population by nationality;Tsd. Persons;2000;18.564;OECD Migration Database
GBR;CHI;Inflows of foreign population by nationality;Tsd. Persons;2001;18.475;OECD Migration Database
